Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/13,Surrey,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0317289,Dublin Crossing,40.51
2022/10/28,Surrey,0,To meet constituents,Community activity or event,M0318878,Surrey Board of Trade,75.00
2022/10/31,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0318811,Nate's Diner,39.20
2022/11/06,Langley (D.M.),1,To discuss constituency issues with stakeholders,Hosting a meeting,M0319483,White Spot,47.75
2022/11/09,Surrey,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0319991,White Spot,47.15
2022/11/09,Surrey,0,To meet constituents,Community activity or event,M0320864,Surrey Board of Trade,140.00
2022/11/10,Langley (D.M.),3,To discuss constituency issues with stakeholders,Hosting a meeting,M0320013,Browns Socialhouse,91.42
2022/11/15,Surrey,0,To meet constituents,Community activity or event,M0320865,Greater Langley Chamber of Commerce,45.00
2022/11/16,Surrey,0,To meet constituents,Community activity or event,M0320863,Cloverdale Chamber of Commerce,99.00
2022/11/30,Ottawa East,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0322125,Parliamentary Restaurant,131.18
2022/12/13,Ottawa,12,To meet visitors of Member’s office,Hosting a meeting,M0323805,Food Services House of Commons,588.17
