Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Vancouver,0,To meet visitors of Member’s office,Hosting a meeting,M0319314,Old Farmhouse Kitchen,13.98
2022/04/11,Vancouver,400,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0317753,Afghan Chopan Bakery & Diner,474.17
2022/07/18,Vancouver,3,To attend staff events including training,Hosting a meeting,M0319316,Pacific Poke,92.63
2022/07/25,Vancouver,4,To attend staff events including training,Hosting a meeting,M0319316,Jade Dynasty Restaurant,84.66
2022/07/28,Vancouver,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0319316,Burgoo,176.96
2022/09/16,Vancouver,5,To attend staff events including training,Hosting a meeting,M0319316,Pacific Poke,122.63
2022/09/28,Vancouver,30,To meet constituents,Hosting a reception or open house,M0319316,Uncle Fatih's Pizza,188.80
2022/10/05,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0319316,Parliamentary Restaurant,55.00
2022/10/11,Vancouver,6,To discuss constituency issues with stakeholders,Hosting a meeting,M0319316,Breakfast Table,130.26
2022/10/12,Vancouver,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0319314,Shoppers Drug Mart,3.69
2022/10/26,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0319316,Bawarchee,92.17
2022/11/08,Vancouver,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0319314,Meinhartd,3.60
