Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/08/15,Kahnawake,4,To meet constituents,"Gala, reception or ceremony",M0323160,Complexe le Partage,700.00
2022/09/01,Delson,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0315622,Mikes Delson,90.35
2022/09/01,Saint-Constant,2,To exchange with dignitaries,"Gala, reception or ceremony",M0323181,Chambre de Commerce et d'Industrie du Grand Roussillon,35.00
2022/09/01,Saint-Constant,2,To exchange with dignitaries,"Gala, reception or ceremony",M0316613,Chambre de Commerce et d'Industrie du Grand Roussillon,70.00
2022/09/19,Sainte-Catherine,2,To plan Member's priorities and activities,Hosting a meeting,M0315622,"M Resto Bar ",111.93
2022/09/21,Delson,5,To meet visitors of Member’s office,Hosting a meeting,M0315622,IGA,8.98
2022/09/22,Saint-Constant,9,To meet constituents,"Gala, reception or ceremony",M0319641,Complexe le Partage,1400.00
2022/09/24,La Prairie,1,To celebrate a significant event,"Gala, reception or ceremony",M0315513,CLUB OPTIMISTE LA PRAIRIE INC.,140.00
2022/10/07,Saint-Constant,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0319860,Eggspress Saint-Constant,38.47
2022/10/11,Sainte-Catherine,2,To plan Member's priorities and activities,Hosting a meeting,M0319860,Chin Chine,60.79
2022/10/21,Delson,4,To meet visitors of Member’s office,Hosting a meeting,M0319860,Le Duo Choc.,19.53
2022/10/29,Candiac,9,To meet constituents,"Gala, reception or ceremony",M0318671,Fondation Gisèle Faubert Inc.,1400.00
2022/11/07,Sainte-Catherine,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0319860,Chin Chine,65.00
2022/11/08,Sainte-Catherine,2,To meet constituents,Hosting a meeting,M0319860,ChinChine,65.00
2022/11/09,Brossard,14,To discuss constituency issues with stakeholders,Hosting a meeting,M0319860,Piazza Pazza-BC,68.76
2022/11/09,Delson,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0319860,Le Duo Choc.,29.84
2022/11/18,Delson,4,To plan Member's priorities and activities,Hosting a meeting,M0321437,Mikes Delson,65.26
