Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Québec,0,To meet visitors of Member’s office,Hosting a meeting,M0317883,nespresso,165.50
2022/04/01,Québec,0,To meet visitors of Member’s office,Hosting a meeting,M0320262,Nespresso,129.30
2022/09/16,Québec,60,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0320324,Korrigan,179.23
2022/09/20,Québec,50,To meet constituents,Community activity or event,M0317883,Centre Jacques-Cartier,108.00
2022/10/02,Québec,1,To meet constituents,Community activity or event,M0317883,Marathon Beneva,167.37
2022/10/14,Québec,10,To meet constituents,Hosting a town hall or community event,M0320258,Monastère des Augustines,48.30
2022/11/02,Québec,1,To meet constituents,Community activity or event,M0320262,Centre Durocher,140.00
2022/11/03,Québec,2,To meet constituents,"Gala, reception or ceremony",M0320297,Weezevent,120.00
2022/11/04,Québec,1,To meet constituents,"Gala, reception or ceremony",M0320262,Le point de vente,280.00
2022/11/18,Québec,1,To meet constituents,"Gala, reception or ceremony",M0320297,Inclusio,120.00
