Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,20,To discuss constituency issues with stakeholders,Hosting a meeting,M0319285,Coscto,121.97
2022/04/01,Ottawa,20,To discuss constituency issues with stakeholders,Hosting a meeting,M0319285,Gourmet Market / Marché Gourmet,5.05
2022/09/07,Hinton,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0316190,King Drug,39.21
2022/09/23,Ottawa,5,To meet constituents,Hosting a meeting,M0316143,L3B Sparks,170.58
2022/10/05,Ottawa,6,To meet constituents,Hosting a meeting,M0316676,Baton Rouge,405.23
2022/10/13,Jasper,3,To meet constituents,Community activity or event,M0317729,L&W Restaurant,96.92
2022/10/13,Hinton,3,To meet constituents,Hosting a town hall or community event,M0317729,Milos Grill,167.78
2022/10/17,Ottawa,1,To meet constituents,Hosting a meeting,M0317729,Parliamentary Restaurant,113.44
2022/10/18,Ottawa,1,To meet constituents,Hosting a meeting,M0317729,L3B Sparks,62.15
2022/11/02,Ottawa,20,"To discuss business of the House, caucus and committees",Hosting a meeting,M0320251,House of Commons Food Services — Services de restauration de la Chambre des communes,121.90
2022/11/12,Jasper,1,To celebrate a significant event,"Gala, reception or ceremony",M0320667,Eventbrite,280.00
2022/11/22,Ottawa,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0321427,Milestones',284.00
2022/12/06,Ottawa,4,To meet constituents,Hosting a meeting,M0323364,Baton Rouge,254.95
2022/12/07,Ottawa,2,To celebrate a significant event,Hosting a staff event,M0323364,Milestones',98.24
2022/12/08,Ottawa,2,To meet constituents,Hosting a meeting,M0323748,Baton Rouge,191.21
2022/12/15,Ottawa,3,To meet constituents,Hosting a meeting,M0323959,Milestones,168.41
