Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0316338,Video 99 Stratford,3.49
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0313758,7-Eleven,15.17
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0321512,7-Eleven,17.77
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0313651,7-Eleven,22.36
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0317055,Giant Tiger,69.89
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0316338,7-Eleven,31.64
2022/04/01,Stratford,0,To meet visitors of Member’s office,Hosting a meeting,M0313651,Shell Canada,8.48
2022/08/05,Listowel,24,To discuss constituency issues with stakeholders,Hosting a meeting,M0313651,Foodland,72.91
2022/09/16,Stratford,2,To celebrate a significant event,Community activity or event,M0313758,United Way Perth-Huron,54.00
2022/10/06,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0323890,Food Services,82.00
2022/10/19,Stratford,20,To meet constituents,Community activity or event,M0323001,Foodland,20.58
