Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Dalhousie,0,To meet visitors of Member’s office,Hosting a meeting,M0316350,Canadian Tire,42.76
2022/08/06,Balmoral,9,To meet constituents,"Gala, reception or ceremony",M0322340,Village de Balmoral,500.00
2022/08/13,Balmoral,3,To meet constituents,Community activity or event,M0322340,COOPÉRATIVE RADIO RESTIGOUCHE LTÉE,200.00
2022/09/17,Balmoral,1,To meet constituents,"Gala, reception or ceremony",M0322340,Village de Balmoral,80.00
2022/10/15,Saint-Basile,3,To meet constituents,"Gala, reception or ceremony",M0320745,La Fondation des Oeuvres de l'Hôtel-Dieu de Saint-Basile inc.,240.00
2022/10/20,Lac Baker,0,To meet constituents,"Gala, reception or ceremony",M0320745,Chambre de Commerce Haut-Madawaska,30.00
2022/10/26,Edmundston,10,To meet constituents,"Gala, reception or ceremony",M0320745,REFAM,705.00
2022/10/29,Edmundston,1,To meet constituents,"Gala, reception or ceremony",M0320745,Chambre de Commerce de la région d'Edmundston,200.00
2022/11/05,Saint-Quentin,1,To meet constituents,"Gala, reception or ceremony",M0320745,Chambre de Commerce de Saint-Quentin inc.,180.00
2022/11/29,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0322239,Resto Parlementaire,138.00
2022/12/01,Ottawa,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0322535,Resto Parlementaire,290.56
2022/12/14,Gatineau,3,To plan Member's priorities and activities,Hosting a meeting,M0323848,Le Cellier,473.84
