Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0317074,Nespresso,69.60
2022/09/27,Ottawa,6,To plan Member's priorities and activities,Hosting a staff event,M0317026,Yang Sheng Restaurant,153.84
2022/11/10,Iqaluit,45,To meet constituents,Hosting a town hall or community event,M0322246,"Vincent-Wolfe, Sadie",312.00
