Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Co-Op,6.76
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Shoppers,6.10
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0321092,Provigo,31.47
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0321092,Gourmet Market,1.50
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Shoppers Drug Mart,5.60
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0321092,CO-OP,33.66
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Safeway,23.43
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Sobeys,3.65
2022/04/01,Calgary,0,To meet visitors of Member’s office,Hosting a meeting,M0318887,Petro Canada,3.95
2022/08/04,Calgary,3,To plan Member's priorities and activities,Hosting a meeting,M0314142,Willow Park Golf & Country Lounge Club,-245.55
2022/09/16,Calgary,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0316523,Red's Diner,63.02
2022/09/21,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0316523,Supply and Demand,213.32
2022/09/22,Ottawa,6,To meet constituents,Hosting a meeting,M0316969,Gourmet Market (HOC),33.45
2022/09/26,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0316523,Rideau Club,158.12
2022/09/28,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0316523,Rideau Club,132.16
2022/10/03,Ottawa,0,"To discuss business of the House, caucus and committees","Gala, reception or ceremony",M0316158,Canadian Club of Ottawa,120.00
2022/10/19,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0321093,Parliamentary Restaurant,105.44
2022/10/20,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0321093,Rideau Club,200.01
2022/11/30,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0323567,Rideau Club,80.24
2022/12/01,Ottawa,0,To exchange with dignitaries,Community activity or event,M0322874,Canadian Club of Ottawa,120.00
2022/12/08,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0323567,Zoe's Lounge,203.52
2022/12/18,Calgary,50,To meet constituents,Hosting a reception or open house,M0324203,Windsor Rose Pub,652.76
