Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/08/08,Pointe-Claire,0,To meet constituents,Community activity or event,M0315987,NOVA West Island / L'Ouest de l'Ïle,139.00
2022/08/20,Pointe-Claire,1,To meet constituents,"Gala, reception or ceremony",M0318122,Strangers In The Night,280.00
2022/09/09,Pointe-Claire,3,To meet constituents,Community activity or event,M0315987,West Island Community Shares,80.00
2022/09/23,Montreal,0,To meet constituents,Community activity or event,M0315987,A Night for the Inuit Nunangat,15.12
2022/09/24,Pierrefonds,1,To meet constituents,"Gala, reception or ceremony",M0318122,West Island Black Community Association (WIBCA),160.00
2022/10/05,Ottawa,60,To meet visitors of Member’s office,Hosting a meeting,M0321746,House of Commons Food Services — Services de restauration de la Chambre des communes,289.85
2022/10/13,Pointe-Claire,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0318122,Starbucks,10.50
2022/10/19,Ottawa,3,To meet visitors of Member’s office,Hosting a meeting,M0318122,Parliamentary Restaurant,171.64
2022/10/24,Kirkland,2,To meet constituents,Community activity or event,M0321873,ABOVAS,75.00
2022/10/27,Pointe-Claire,1,To meet constituents,Community activity or event,M0321873,Projet Communautaire de Pierrefonds,100.00
2022/11/16,Ottawa,1,To meet visitors of Member’s office,Hosting a meeting,M0321873,Parliamentary Restaurant,113.12
2022/11/23,Ottawa,1,To meet visitors of Member’s office,Hosting a meeting,M0321873,Parliamentary Restaurant,111.32
