Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/10/19,Montreal,7,To plan Member's priorities and activities,Hosting a meeting,M0318663,Bar Suzanne,117.08
2022/10/28,Montreal,0,To discuss constituency issues with stakeholders,Community activity or event,M0320466,Comité chômage de Montréal,140.00
2022/11/11,Montreal,0,To celebrate a significant event,Community activity or event,M0320464,Le Livart,32.84
2022/11/18,Montreal,0,To celebrate a significant event,"Gala, reception or ceremony",M0320447,Institut du Nouveau Monde,65.00
