Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0316147,Costco,25.98
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0321733,Costco,28.98
2022/09/21,Ottawa,35,"To discuss business of the House, caucus and committees",Hosting a meeting,M0315809,Tim Hortons,30.00
2022/09/24,Brantford,15,To meet constituents,Hosting a town hall or community event,M0315809,Tim Hortons,68.25
2022/10/28,Brantford,140,To celebrate a significant event,Hosting a town hall or community event,M0318837,SHERWOOD RESTAURANT & CATERING,3444.60
2022/11/09,Brantford,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0320647,China King,114.00
2022/11/10,Ohsweken,1,To meet visitors of Member’s office,Hosting a meeting,M0320647,Burger Barn,43.65
2022/11/15,Ottawa,3,To plan Member's priorities and activities,Hosting a meeting,M0320645,Parliamentary Restaurant,122.25
2022/11/30,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0322522,Bier Markt,50.00
2022/12/03,Paris,2000,To celebrate a significant event,Community activity or event,M0323377,Battlefield,44.92
2022/12/03,Paris,2000,To celebrate a significant event,Community activity or event,M0323377,Paris Fire Fighters Club,50.00
2022/12/10,St. George,1000,To celebrate a significant event,Community activity or event,M0323396,Battlefield Rental,44.92
2022/12/14,Ottawa,4,To celebrate a significant event,Hosting a staff event,M0324141,Baton Rouge,204.08
