Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/11/05,The Pas,14,To exchange with dignitaries,Hosting a meeting,M0319831,Wescana Inn,210.41
2022/11/05,The Pas,25,To meet constituents,Hosting a reception or open house,M0319833,The Grub Box,247.59
2022/11/05,The Pas,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0319831,Good Tymes,567.35
2022/11/05,The Pas,25,To meet constituents,Hosting a reception or open house,M0319833,"Northern Lights ",8.56
2022/12/06,Ottawa,5,To plan Member's priorities and activities,Hosting a staff event,M0322929,Parliamentary Restaurant,292.09
