Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0323008,Shoppers Drug Mart,23.68
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0323008,Food Services,12.85
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0323008,food services,3.90
2022/04/26,Ottawa,1,To meet constituents,Hosting a meeting,M0319949,"food services ",13.00
2022/08/16,New London,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0310254,Sou'West Bar & Grill,36.90
2022/09/20,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0315407,2 Brewers Sparks,80.06
2022/10/05,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0317507,food serices restaurant,18.45
2022/10/28,Montreal,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0322066,Pork & Pickle,59.42
2022/10/29,Cornwall,4,To meet constituents,Hosting a meeting,M0319949,Robins Donuts,20.22
2022/11/03,Charlottetown,1,To meet constituents,Hosting a meeting,M0319949,case Mia Downtown,28.94
2022/11/09,Charlottetown,2,To meet constituents,Hosting a meeting,M0322066,Casa Mia,44.57
2022/11/21,Ottawa,2,To meet visitors of Member’s office,Hosting a meeting,M0322066,Food Services,24.85
2022/11/23,Ottawa,2,To meet visitors of Member’s office,Hosting a meeting,M0322066,Food Services,23.85
