Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Lachute,0,To meet visitors of Member’s office,Hosting a meeting,M0322935,walmart,108.22
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0316127,Service de Restauration HOC,15.15
2022/04/01,Lachute,0,To meet visitors of Member’s office,Hosting a meeting,M0319652,Super C,22.35
2022/04/01,Lachute,0,To meet visitors of Member’s office,Hosting a meeting,M0319652,Wal-Mart,69.98
2022/04/01,Lachute,0,To meet visitors of Member’s office,Hosting a meeting,M0322935,Super C,13.56
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0321504,Nespresso,90.40
2022/09/24,Papineauville,0,To meet constituents,Community activity or event,M0317763,Atelier FSPN,53.85
2022/09/27,Lachute,2,To plan Member's priorities and activities,Hosting a meeting,M0316127,Restaurant Olive,91.67
2022/09/29,Hull,6,To plan Member's priorities and activities,Hosting a meeting,M0317763,St-Hubert Hull,114.45
2022/10/11,Notre-Dame-de-la-Paix,93,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0316975,Auberge Golf Héritage,3300.06
2022/10/22,Montebello,1,To meet constituents,"Gala, reception or ceremony",M0318519,chambre de commerce Petite-Nation,270.00
2022/11/05,Lachute,2,To meet constituents,Community activity or event,M0322708,Resto Lachute,33.00
2022/11/05,Namur,2,To meet constituents,Community activity or event,M0322708,Au moulin du temps,45.25
2022/11/06,Lachute,2,To meet constituents,Community activity or event,M0322708,Restaurant Olives,52.58
2022/11/30,Lachute,19,To meet constituents,"Gala, reception or ceremony",M0322306,Café Partage d'Argenteuil,200.00
