Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0317577,IGA,35.49
2022/04/06,Ottawa,12,"To discuss business of the House, caucus and committees",Hosting a meeting,M0315106,Service de restauration Chambre des communes,164.30
2022/09/18,Baie-Comeau,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0315106,St-Hubert Express Baie-Comeau,89.34
2022/09/29,Boucherville,0,To discuss constituency issues with stakeholders,Community activity or event,M0318012,Observatoire sur la Ratraite,90.00
2022/10/18,Ottawa,12,To meet constituents,Hosting a meeting,M0317577,Costco,98.54
2022/10/20,Gatineau,5,To meet constituents,Hosting a meeting,M0318213,Restaurant Fumoir Le BBQ Shop,260.87
2022/10/25,Ottawa,4,To attend staff events including training,Hosting a meeting,M0320313,Service de restauration CdC,344.55
2022/11/04,Sept-îles,3,To meet constituents,Hosting a meeting,M0320313,La Kafé,32.60
2022/11/09,Ottawa,7,To plan Member's priorities and activities,Hosting a meeting,M0320313,The King Bites,162.38
2022/11/09,Ottawa,7,To plan Member's priorities and activities,Hosting a meeting,M0320313,Mad Radish restaurant,120.67
2022/11/09,Ottawa,7,To plan Member's priorities and activities,Hosting a meeting,M0320313,Poulet Rouge,146.24
2022/11/09,Ottawa,7,To plan Member's priorities and activities,Hosting a meeting,M0320313,Walmart,9.94
2022/11/30,Ottawa,3,To meet constituents,Hosting a meeting,M0323060,Restaurant le Parlementaire,126.60
2022/12/05,Ottawa,4,To meet constituents,Hosting a meeting,M0323060,Restaurant Parlementaire,205.25
2022/12/15,Gatineau,7,To celebrate a significant event,Hosting a staff event,M0324017,Houston Gatineau,515.71
