Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/07/12,Ottawa,5,To plan Member's priorities and activities,Hosting a meeting,M0316606,Loblaws,42.81
2022/04/01,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0316636,Gourmet Market,6.05
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0316636,Shoppers Drugmart,35.06
2022/04/01,Burlington,0,To meet visitors of Member’s office,Hosting a meeting,M0318165,Shoppers Drug Mart,3.59
2022/04/04,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0316618,Costco Wholesale,190.85
2022/06/16,Ottawa,10,To attend staff events including training,Hosting a staff event,M0316618,Loblaws,75.01
2022/06/17,Ottawa,10,To attend staff events including training,Hosting a staff event,M0316618,Bridgehead,54.00
2022/06/17,Ottawa,10,To attend staff events including training,Hosting a staff event,M0316618,Costco Wholesale,214.90
2022/06/22,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0316618,Independent,26.53
2022/06/22,Ottawa,10,To plan Member's priorities and activities,Hosting a meeting,M0316618,Loblaws,95.35
2022/08/13,Burlington,500,To meet constituents,Community activity or event,M0312140,Dollarama,-41.58
2022/08/13,Burlington,500,To meet constituents,Community activity or event,M0312140,Subway,-44.10
2022/08/31,Burlington,4,To plan Member's priorities and activities,Hosting a meeting,M0316618,Fishing Sushi,56.44
2022/09/02,Burlington,20,To meet constituents,Hosting a town hall or community event,M0316618,Familia Fine Foods,83.76
2022/10/22,Burlington,0,To celebrate a significant event,"Gala, reception or ceremony",M0320158,The Burlington Oldtimers Hockey Club,125.00
2022/11/09,Burlington,1,To celebrate a significant event,"Gala, reception or ceremony",M0320158,Goodwill Amity,250.00
2022/11/09,Burlington,25,To meet constituents,Community activity or event,M0320158,Fortinos,44.44
2022/11/20,Burlington,70,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0322959,Fortinos,12.99
2022/11/20,Burlington,70,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0322959,Food Basics,48.92
2022/11/20,Burlington,70,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0322959,The Brick Oven Bakery,149.99
2022/11/20,Burlington,70,To discuss constituency issues with stakeholders,Hosting a town hall or community event,M0322959,Tim Hortons,99.95
2022/11/26,Burlington,1,To celebrate a significant event,Community activity or event,M0322748,"Art Gallery of Burlington ",180.70
2022/12/03,Burlington,7,To celebrate a significant event,"Gala, reception or ceremony",M0322748,Halton Black History Awareness Society (HBHAS),240.00
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,Dollarama,125.08
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,Michaels,58.72
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,Petro Canada,10.00
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,U-Haul,232.12
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,"City of Burlington ",75.00
2022/12/04,Burlington,2000,To celebrate a significant event,Community activity or event,M0323025,Connon Nurseries,59.94
2022/12/05,Burlington,6,To plan Member's priorities and activities,Hosting a staff event,M0323068,Shoppers Drug Mart,23.92
2022/12/07,Burlington,20,To meet constituents,Hosting a meeting,M0323500,Doimino's Pizza,38.98
