Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0317168,Walmart,4.28
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0316364,Nespresso,157.00
2022/07/17,Matane,1,To meet constituents,"Gala, reception or ceremony",M0316362,Kaméléart & Éole,64.00
2022/09/28,Matane,1,To attend staff events including training,"Gala, reception or ceremony",M0315976,Le Point de Vente.com,78.99
2022/10/11,Amqui,4,To meet constituents,Hosting a meeting,M0317116,CLUB RICHELIEU,20.00
2022/10/11,Amqui,4,To meet constituents,Hosting a meeting,M0317116,"Au Bec Pointu ",70.50
2022/10/11,Amqui,9,To meet constituents,Hosting a meeting,M0317120,Resto bar L'Ambassadeur,347.39
2022/10/22,Sainte-Flavie,1,To exchange with dignitaries,Community activity or event,M0315672,Lepointdevente.com,209.78
2022/10/25,Ottawa,20,To meet constituents,Hosting a meeting,M0319016,Service de restauration Ottawa,393.10
2022/10/26,Carleton,0,To meet constituents,Community activity or event,M0317780,Le point de Vente,131.75
2022/10/29,Mont-Joli,1,To celebrate a significant event,"Gala, reception or ceremony",M0321797,Chambre de commerce et industrie Mont-Joli-Mitis,230.00
2022/11/06,Matane,30,To exchange with dignitaries,Hosting a town hall or community event,M0319482,IGA Desrosiers Lafontaine,263.90
2022/11/10,Amqui,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0320218,Au bec pointu,63.50
2022/12/07,Gatineau,0,To exchange with dignitaries,"Gala, reception or ceremony",M0319021,"Gala à voix égale ",130.00
