Name,Constituency,Caucus,Salaries,Travel,Hospitality,Contracts,Year,Quarter
"Robillard, Yves",Marc-Aurèle-Fortin,Liberal,72414.83,8381.91,153.88,18197.56,2021,2
"Rodriguez, Hon. Pablo",Honoré-Mercier,Liberal,75693.12,5877.78,126.09,14322.89,2021,2
"Rogers, Churence",Bonavista—Burin—Trinity,Liberal,75210.8,8076.12,0.0,13433.79,2021,2
"Romanado, Sherry",Longueuil—Charles-LeMoyne,Liberal,66466.82,7486.42,474.98,19450.15,2021,2
"Rood, Lianne",Lambton—Kent—Middlesex,Conservative,59685.91,18164.97,143.02,17227.54,2021,2
"Rota, Hon. Anthony",Nipissing—Timiskaming,Liberal,70835.43,7909.37,128.32,26839.55,2021,2
"Ruff, Alex",Bruce—Grey—Owen Sound,Conservative,61326.58,993.63,0.0,26397.81,2021,2
"Ruimy, Dan",Pitt Meadows—Maple Ridge,Liberal,0.0,0.0,0.0,10448.0,2021,2
"Sahota, Jag",Calgary Skyview,Conservative,69609.18,10407.54,27.27,26281.02,2021,2
"Sahota, Ruby",Brampton North,Liberal,70933.03,0.0,0.0,15683.89,2021,2
"Saini, Raj",Kitchener Centre,Liberal,52671.72,0.0,0.0,10430.6,2021,2
"Sajjan, Hon. Harjit S.",Vancouver South,Liberal,46285.61,16158.9,4580.55,23223.28,2021,2
"Samson, Darrell",Sackville—Preston—Chezzetcook,Liberal,70472.13,0.0,0.0,20404.55,2021,2
"Sangha, Ramesh",Brampton Centre,Liberal,38564.42,6150.0,0.0,30730.54,2021,2
"Sarai, Randeep",Surrey Centre,Liberal,55222.86,9116.58,0.0,29390.37,2021,2
"Saroya, Bob",Markham—Unionville,Conservative,65511.78,4113.26,0.0,23849.29,2021,2
"Savard-Tremblay, Simon-Pierre",Saint-Hyacinthe—Bagot,Bloc Québécois,72178.82,11601.1,52.8,25808.74,2021,2
"Scarpaleggia, Francis",Lac-Saint-Louis,Liberal,74031.59,3240.23,0.0,23219.52,2021,2
"Scheer, Hon. Andrew",Regina—Qu'Appelle,Conservative,69367.9,16297.56,1845.24,29538.24,2021,2
"Schiefke, Peter",Vaudreuil—Soulanges,Liberal,80023.58,2967.9,0.0,17663.06,2021,2
"Schmale, Jamie",Haliburton—Kawartha Lakes—Brock,Conservative,69131.44,11304.63,177.25,18510.12,2021,2
"Schulte, Hon. Deb",King—Vaughan,Liberal,67740.25,5923.87,0.0,15878.86,2021,2
"Seeback, Kyle",Dufferin—Caledon,Conservative,59663.48,9591.39,447.11,53787.66,2021,2
"Serré, Marc",Nickel Belt,Liberal,83721.48,8241.18,194.21,19659.07,2021,2
"Sgro, Hon. Judy A.",Humber River—Black Creek,Liberal,59030.93,5209.77,368.14,20212.17,2021,2
"Shanahan, Brenda",Châteauguay—Lacolle,Liberal,59091.56,7955.94,1234.96,29163.08,2021,2
"Sheehan, Terry",Sault Ste. Marie,Liberal,66109.83,5274.81,0.0,19349.1,2021,2
"Shields, Martin",Bow River,Conservative,70922.24,18363.39,19.92,23794.61,2021,2
"Shin, Nelly",Port Moody—Coquitlam,Conservative,30634.94,15461.2,169.58,18931.05,2021,2
"Shipley, Doug",Barrie—Springwater—Oro-Medonte,Conservative,77775.2,6760.13,554.21,11762.79,2021,2
"Sidhu, Maninder",Brampton East,Liberal,72490.43,0.0,0.0,24831.21,2021,2
"Sidhu, Sonia",Brampton South,Liberal,61908.31,5200.0,0.0,32235.07,2021,2
"Sikand, Gagan",Mississauga—Streetsville,Liberal,76425.2,1379.2,557.67,14192.08,2021,2
"Simard, Mario",Jonquière,Bloc Québécois,66866.09,19477.27,768.66,21463.13,2021,2
"Simms, Scott",Coast of Bays—Central—Notre Dame,Liberal,68489.33,18981.69,1072.35,22707.9,2021,2
"Singh, Jagmeet",Burnaby South,New Democratic Party,68537.57,3831.52,0.0,11317.85,2021,2
"Sloan, Derek",Hastings—Lennox and Addington,Conservative,78665.51,4971.75,227.35,19377.46,2021,2
"Sorbara, Francesco",Vaughan—Woodbridge,Liberal,63147.79,2118.16,0.0,22930.44,2021,2
"Soroka, Gerald",Yellowhead,Conservative,65086.97,15917.57,0.0,21498.35,2021,2
"Spengemann, Sven",Mississauga—Lakeshore,Liberal,67080.58,0.0,0.0,28822.86,2021,2
"Stanton, Bruce",Simcoe North,Conservative,77186.46,7355.37,0.0,22026.23,2021,2
"Steinley, Warren",Regina—Lewvan,Conservative,66097.68,19352.09,884.3,45459.85,2021,2
"Ste-Marie, Gabriel",Joliette,Bloc Québécois,72255.89,7848.66,0.0,14381.15,2021,2
"Stetski, Wayne",Kootenay—Columbia,New Democratic Party,0.0,0.0,0.0,94.13,2021,2
"Strahl, Mark",Chilliwack—Hope,Conservative,68429.06,5902.04,134.77,19714.11,2021,2
"Stubbs, Shannon",Lakeland,Conservative,104196.71,6712.22,44.9,11257.15,2021,2
"Sweet, David",Flamborough—Glanbrook,Conservative,78712.37,14501.8,0.0,24776.79,2021,2
"Tabbara, Marwan",Kitchener South—Hespeler,Independent,71526.53,977.52,103.99,18806.41,2021,2
"Tan, Geng",Don Valley North,Liberal,0.0,0.0,0.0,779.98,2021,2
"Tassi, Hon. Filomena",Hamilton West—Ancaster—Dundas,Liberal,58876.5,8250.48,0.0,30218.07,2021,2
"Thériault, Luc",Montcalm,Bloc Québécois,64665.79,7608.19,79.61,16994.72,2021,2
"Therrien, Alain",La Prairie,Bloc Québécois,73075.03,6173.36,0.0,18543.7,2021,2
"Tochor, Corey",Saskatoon—University,Conservative,66401.77,8857.29,391.87,22971.69,2021,2
"Tootoo, Hon. Hunter",Nunavut,Independent,0.0,7778.3,0.0,0.0,2021,2
"Trudeau, Right Hon. Justin",Papineau,Liberal,66825.82,0.0,165.32,23105.57,2021,2
"Trudel, Denis",Longueuil—Saint-Hubert,Bloc Québécois,68898.11,12618.88,1054.51,24925.67,2021,2
"Turnbull, Ryan",Whitby,Liberal,73227.84,1162.35,29.71,27440.91,2021,2
"Uppal, Hon. Tim",Edmonton Mill Woods,Conservative,67783.94,10198.94,0.0,16716.8,2021,2
Vacant,Toronto Centre,Liberal,7926.4,0.0,0.0,7672.92,2021,2
Vacant,York Centre,Liberal,5523.67,0.0,0.0,2754.66,2021,2
"Van Bynen, Tony",Newmarket—Aurora,Liberal,72340.46,8180.22,0.0,28657.69,2021,2
"van Koeverden, Adam",Milton,Liberal,62519.1,1983.93,0.0,33675.25,2021,2
"Van Popta, Tako",Langley—Aldergrove,Conservative,73426.89,11680.14,711.04,15507.29,2021,2
"Vandal, Hon. Dan",Saint Boniface—Saint Vital,Liberal,64768.86,3793.5,335.96,31029.78,2021,2
"Vandenbeld, Anita",Ottawa West—Nepean,Liberal,77534.85,0.0,150.0,18492.23,2021,2
"Vaughan, Adam",Spadina—Fort York,Liberal,74512.76,2233.72,0.0,10159.38,2021,2
"Vecchio, Karen",Elgin—Middlesex—London,Conservative,80127.94,7280.63,40.0,20907.85,2021,2
"Vidal, Gary",Desnethé—Missinippi—Churchill River,Conservative,77161.56,18769.31,1404.78,15952.64,2021,2
"Viersen, Arnold",Peace River—Westlock,Conservative,86194.22,12308.82,71.52,12703.0,2021,2
"Vignola, Julie",Beauport—Limoilou,Bloc Québécois,62573.47,4624.68,7.49,28031.66,2021,2
"Virani, Arif",Parkdale—High Park,Liberal,74410.07,7986.3,154.52,23726.06,2021,2
"Vis, Brad",Mission—Matsqui—Fraser Canyon,Conservative,87564.65,20431.25,411.7,23123.48,2021,2
"Wagantall, Cathay",Yorkton—Melville,Conservative,90297.2,23396.33,33.48,21754.06,2021,2
"Warkentin, Chris",Grande Prairie—Mackenzie,Conservative,51230.41,6314.68,94.87,25971.51,2021,2
"Waugh, Kevin",Saskatoon—Grasswood,Conservative,74041.8,9560.58,0.0,12071.94,2021,2
"Webber, Len",Calgary Confederation,Conservative,93448.36,10798.08,0.0,16313.47,2021,2
"Weiler, Patrick",West Vancouver—Sunshine Coast—Sea to Sky Country,Liberal,74646.67,10712.25,130.0,31357.0,2021,2
"Wilkinson, Hon. Jonathan",North Vancouver,Liberal,70837.92,3115.76,18.58,40172.24,2021,2
"Williamson, John",New Brunswick Southwest,Conservative,74578.33,4920.85,0.0,22893.81,2021,2
"Wilson-Raybould, Hon. Jody",Vancouver Granville,Independent,59587.2,7367.41,0.0,27754.12,2021,2
"Wong, Hon. Alice",Richmond Centre,Conservative,57460.86,6862.65,177.77,22910.41,2021,2
"Yip, Jean",Scarborough—Agincourt,Liberal,54369.99,0.0,0.0,12965.38,2021,2
"Young, Kate",London West,Liberal,74172.98,5400.0,0.0,33685.29,2021,2
"Yurdiga, David",Fort McMurray—Cold Lake,Conservative,80854.4,24991.15,423.54,26494.39,2021,2
"Zahid, Salma",Scarborough Centre,Liberal,71583.96,7473.68,0.0,19059.3,2021,2
"Zann, Lenore",Cumberland—Colchester,Liberal,69205.34,257.0,0.0,28000.45,2021,2
"Zimmer, Bob",Prince George—Peace River—Northern Rockies,Conservative,87064.05,23750.1,155.06,32022.41,2021,2
"Zuberi, Sameer",Pierrefonds—Dollard,Liberal,61840.01,1962.82,783.19,25468.53,2021,2
"Aboultaif, Ziad",Edmonton Manning,Conservative,53939.04,9911.45,117.46,15768.65,2021,3
"Aitchison, Scott",Parry Sound—Muskoka,Conservative,63062.61,8264.94,69.96,22901.48,2021,3
"Albas, Dan",Central Okanagan—Similkameen—Nicola,Conservative,73505.06,13480.62,246.1,25916.16,2021,3
"Alghabra, Hon. Omar",Mississauga Centre,Liberal,55853.59,11378.65,0.0,32851.29,2021,3
"Alleslev, Leona",Aurora—Oak Ridges—Richmond Hill,Conservative,49165.1,9824.75,167.79,26982.15,2021,3
"Allison, Dean",Niagara West,Conservative,65167.44,10060.95,25.66,27131.27,2021,3
"Amos, William",Pontiac,Liberal,56264.52,3948.24,496.16,22017.69,2021,3
"Anand, Hon. Anita",Oakville,Liberal,42157.32,5300.0,0.0,24873.73,2021,3
"Anandasangaree, Gary",Scarborough—Rouge Park,Liberal,53838.18,11642.78,0.0,20637.89,2021,3
"Angus, Charlie",Timmins—James Bay,New Democratic Party,70730.85,12962.83,0.0,25348.21,2021,3
"Arnold, Mel",North Okanagan—Shuswap,Conservative,65317.38,16874.59,0.0,24282.77,2021,3
"Arseneault, René",Madawaska—Restigouche,Liberal,46880.82,8663.33,368.32,16333.19,2021,3
"Arya, Chandra",Nepean,Liberal,54951.08,0.0,88.65,34742.07,2021,3
"Ashton, Niki",Churchill—Keewatinook Aski,New Democratic Party,68759.39,18836.67,0.0,8384.29,2021,3
"Atwin, Jenica",Fredericton,Green Party,70184.85,2127.82,0.0,23103.06,2021,3
"Bachrach, Taylor",Skeena—Bulkley Valley,New Democratic Party,58056.49,18597.56,98.5,27143.28,2021,3
"Badawey, Vance",Niagara Centre,Liberal,63053.86,7872.73,49.98,22950.98,2021,3
"Bagnell, Hon. Larry",Yukon,Liberal,64624.63,4428.81,0.0,19152.29,2021,3
"Bains, Hon. Navdeep",Mississauga—Malton,Liberal,58032.24,6388.19,0.0,14083.52,2021,3
"Baker, Yvan",Etobicoke Centre,Liberal,42433.32,9124.49,0.0,30453.24,2021,3
"Baldinelli, Tony",Niagara Falls,Conservative,62525.46,10937.63,0.0,29838.21,2021,3
"Barlow, John",Foothills,Conservative,62413.08,17634.94,45.8,25760.74,2021,3
"Barrett, Michael",Leeds—Grenville—Thousand Islands and Rideau Lakes,Conservative,73147.68,4893.16,89.17,21997.98,2021,3
"Barsalou-Duval, Xavier",Pierre-Boucher—Les Patriotes—Verchères,Bloc Québécois,48528.12,6765.05,306.63,17684.11,2021,3
"Battiste, Jaime",Sydney—Victoria,Liberal,54983.94,3521.84,105.45,26369.46,2021,3
"Beaulieu, Mario",La Pointe-de-l'Île,Bloc Québécois,45510.08,14438.86,287.95,44573.44,2021,3
"Beech, Terry",Burnaby North—Seymour,Liberal,56347.74,5904.45,117.0,17487.2,2021,3
"Bendayan, Rachel",Outremont,Liberal,52480.8,4550.0,0.0,19742.73,2021,3
"Bennett, Hon. Carolyn",Toronto—St. Paul's,Liberal,55409.62,6150.0,0.0,18662.84,2021,3
"Benzen, Bob",Calgary Heritage,Conservative,57773.64,7270.79,269.89,23342.24,2021,3
"Bergen, Hon. Candice",Portage—Lisgar,Conservative,59317.44,23171.66,420.54,17731.02,2021,3
"Bergeron, Stéphane",Montarville,Bloc Québécois,58214.1,15141.54,0.0,37434.38,2021,3
"Berthold, Luc",Mégantic—L'Érable,Conservative,65390.59,10954.87,253.97,28852.33,2021,3
"Bérubé, Sylvie",Abitibi—Baie-James—Nunavik—Eeyou,Bloc Québécois,58604.34,14095.5,496.83,22490.27,2021,3
"Bessette, Lyne",Brome—Missisquoi,Liberal,54047.82,3898.4,450.28,30822.96,2021,3
"Bezan, James",Selkirk—Interlake—Eastman,Conservative,66223.73,12259.83,36.87,26266.55,2021,3
"Bibeau, Hon. Marie-Claude",Compton—Stanstead,Liberal,62049.12,8310.18,228.65,27456.76,2021,3
"Bittle, Chris",St. Catharines,Liberal,72838.08,3001.35,0.0,17736.5,2021,3
"Blaikie, Daniel",Elmwood—Transcona,New Democratic Party,43772.94,6588.13,0.0,29050.23,2021,3
"Blair, Hon. Bill",Scarborough Southwest,Liberal,57188.26,12463.73,0.0,16627.31,2021,3
"Blanchet, Yves-François",Beloeil—Chambly,Bloc Québécois,59074.03,18084.19,0.0,19684.66,2021,3
"Blanchette-Joncas, Maxime",Rimouski-Neigette—Témiscouata—Les Basques,Bloc Québécois,43929.0,16187.55,521.05,27714.98,2021,3
"Blaney, Rachel",North Island—Powell River,New Democratic Party,76279.74,15894.96,259.24,19354.52,2021,3
"Blaney, Hon. Steven",Bellechasse—Les Etchemins—Lévis,Conservative,61701.38,6414.8,180.0,17911.62,2021,3
"Block, Kelly",Carlton Trail—Eagle Creek,Conservative,53542.42,13757.23,0.0,30039.85,2021,3
"Blois, Kody",Kings—Hants,Liberal,39048.78,3336.67,570.51,13937.93,2021,3
"Boudrias, Michel",Terrebonne,Bloc Québécois,44798.39,9282.75,0.0,22771.89,2021,3
"Boulerice, Alexandre",Rosemont—La Petite-Patrie,New Democratic Party,49419.61,14558.9,0.0,21305.63,2021,3
"Bragdon, Richard",Tobique—Mactaquac,Conservative,65807.43,6494.41,35.39,13708.15,2021,3
"Brassard, John",Barrie—Innisfil,Conservative,54963.86,7656.68,0.0,19483.08,2021,3
"Bratina, Bob",Hamilton East—Stoney Creek,Liberal,49655.72,5899.98,0.0,17126.89,2021,3
"Brière, Élisabeth",Sherbrooke,Liberal,58821.84,6348.19,326.01,18212.18,2021,3
"Brunelle-Duceppe, Alexis",Lac-Saint-Jean,Bloc Québécois,72952.37,24211.01,117.41,22263.15,2021,3
"Calkins, Blaine",Red Deer—Lacombe,Conservative,60914.29,17380.21,252.91,22229.03,2021,3
"Cannings, Richard",South Okanagan—West Kootenay,New Democratic Party,67644.0,16051.12,0.0,17025.2,2021,3
"Carr, Hon. Jim",Winnipeg South Centre,Liberal,48331.98,6618.67,61.49,20065.04,2021,3
"Carrie, Colin",Oshawa,Conservative,58502.81,8781.76,0.0,28605.53,2021,3
"Casey, Sean",Charlottetown,Liberal,64427.76,5723.24,240.5,16299.55,2021,3
"Chabot, Louise",Thérèse-De Blainville,Bloc Québécois,56807.76,5752.83,320.65,36887.33,2021,3
"Chagger, Hon. Bardish",Waterloo,Liberal,38101.8,7900.54,383.0,20957.35,2021,3
"Champagne, Hon. François-Philippe",Saint-Maurice—Champlain,Liberal,65197.39,11378.57,417.48,23771.63,2021,3
"Champoux, Martin",Drummond,Bloc Québécois,63033.05,13080.23,326.93,26983.5,2021,3
"Charbonneau, Louise",Trois-Rivières,Bloc Québécois,65913.08,8972.38,842.83,24693.44,2021,3
"Chen, Shaun",Scarborough North,Liberal,50622.47,16488.76,348.91,26152.8,2021,3
"Chiu, Kenny",Steveston—Richmond East,Conservative,39979.14,11263.06,136.19,32151.05,2021,3
"Chong, Hon. Michael",Wellington—Halton Hills,Conservative,56467.2,9501.12,0.0,18326.52,2021,3
"Collins, Laurel",Victoria,New Democratic Party,65034.11,8822.72,0.0,15582.31,2021,3
"Cooper, Michael",St. Albert—Edmonton,Conservative,62422.9,17687.02,0.0,21965.29,2021,3
"Cormier, Serge",Acadie—Bathurst,Liberal,68537.28,125.16,140.0,12132.76,2021,3
"Cumming, James",Edmonton Centre,Conservative,62646.4,24596.1,190.7,20005.36,2021,3
"Dabrusin, Julie",Toronto—Danforth,Liberal,54940.64,2757.93,54.06,15841.29,2021,3
"Dalton, Marc",Pitt Meadows—Maple Ridge,Conservative,56239.95,33698.28,225.47,26812.5,2021,3
"Damoff, Pam",Oakville North—Burlington,Liberal,65293.32,7342.41,1425.0,16809.88,2021,3
"Dancho, Raquel",Kildonan—St. Paul,Conservative,56624.46,15388.86,479.77,24703.88,2021,3
"Davidson, Scot",York—Simcoe,Conservative,54610.6,11987.8,116.94,20069.1,2021,3
"Davies, Don",Vancouver Kingsway,New Democratic Party,64579.13,20693.75,0.0,22659.17,2021,3
"DeBellefeuille, Claude",Salaberry—Suroît,Bloc Québécois,55735.0,9599.36,278.06,29998.37,2021,3
"Deltell, Gérard",Louis-Saint-Laurent,Conservative,65915.42,11640.03,0.0,26929.38,2021,3
"d'Entremont, Chris",West Nova,Conservative,57545.97,8765.64,17.99,22403.57,2021,3
"Desbiens, Caroline",Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,Bloc Québécois,55507.88,16090.78,168.07,21047.74,2021,3
"Desilets, Luc",Rivière-des-Mille-Îles,Bloc Québécois,56506.52,8702.68,45.22,30085.7,2021,3
"Dhaliwal, Sukh",Surrey—Newton,Liberal,45740.04,19897.54,0.0,32667.06,2021,3
"Dhillon, Anju",Dorval—Lachine—LaSalle,Liberal,61314.44,6418.87,0.0,29789.44,2021,3
"Diotte, Kerry",Edmonton Griesbach,Conservative,42558.66,16694.27,0.0,12819.77,2021,3
"Doherty, Todd",Cariboo—Prince George,Conservative,70147.26,20057.53,312.65,5528.26,2021,3
"Dong, Han",Don Valley North,Liberal,61728.42,6584.28,0.0,27470.45,2021,3
"Dowdall, Terry",Simcoe—Grey,Conservative,50358.3,7897.68,48.68,25444.49,2021,3
"Dreeshen, Earl",Red Deer—Mountain View,Conservative,58908.31,14180.44,74.78,17315.41,2021,3
"Drouin, Francis",Glengarry—Prescott—Russell,Liberal,49473.66,0.0,0.0,19904.36,2021,3
"Dubourg, Emmanuel",Bourassa,Liberal,67034.63,3298.37,334.64,32861.56,2021,3
"Duclos, Hon. Jean-Yves",Québec,Liberal,63070.02,5175.0,0.0,23145.54,2021,3
"Duguid, Terry",Winnipeg South,Liberal,60548.02,8965.16,0.0,17881.48,2021,3
"Duncan, Eric",Stormont—Dundas—South Glengarry,Conservative,66625.29,9613.36,246.58,22772.39,2021,3
"Duncan, Hon. Kirsty",Etobicoke North,Liberal,51592.92,0.0,0.0,14500.19,2021,3
"Duvall, Scott",Hamilton Mountain,New Democratic Party,57244.27,12694.5,0.0,16198.49,2021,3
"Dzerowicz, Julie",Davenport,Liberal,54376.68,6252.36,108.75,27600.98,2021,3
"Easter, Hon. Wayne",Malpeque,Liberal,71138.4,5180.59,842.38,8467.29,2021,3
"Ehsassi, Ali",Willowdale,Liberal,54249.4,7189.02,357.32,22949.34,2021,3
"El-Khoury, Fayçal",Laval—Les Îles,Liberal,53965.62,9297.2,65.55,19822.41,2021,3
"Ellis, Neil",Bay of Quinte,Liberal,62499.6,10093.69,93.97,18581.35,2021,3
"Epp, Dave",Chatham-Kent—Leamington,Conservative,48814.9,18014.87,114.0,17262.08,2021,3
"Erskine-Smith, Nathaniel",Beaches—East York,Liberal,61101.84,5678.17,138.78,26030.07,2021,3
"Falk, Rosemarie",Battlefords—Lloydminster,Conservative,57106.74,15271.65,160.86,19435.96,2021,3
"Falk, Ted",Provencher,Conservative,43610.75,14214.35,668.16,31359.17,2021,3
"Fast, Hon. Ed",Abbotsford,Conservative,58585.9,14510.57,317.72,15394.44,2021,3
"Fergus, Greg",Hull—Aylmer,Liberal,59412.44,169.97,204.42,51166.14,2021,3
"Fillmore, Andy",Halifax,Liberal,55911.9,5399.83,238.61,14744.95,2021,3
"Findlay, Hon. Kerry-Lynne",South Surrey—White Rock,Conservative,64726.65,16449.09,362.69,32588.78,2021,3
"Finley, Hon. Diane",Haldimand—Norfolk,Conservative,54316.41,12498.65,101.2,17931.3,2021,3
"Finnigan, Pat",Miramichi—Grand Lake,Liberal,53011.46,7066.21,95.62,32667.71,2021,3
"Fisher, Darren",Dartmouth—Cole Harbour,Liberal,48758.04,9104.46,80.01,14817.87,2021,3
"Fonseca, Peter",Mississauga East—Cooksville,Liberal,38646.2,8125.21,0.0,55487.39,2021,3
"Fortier, Hon. Mona",Ottawa—Vanier,Liberal,76921.7,0.0,97.4,21559.06,2021,3
"Fortin, Rhéal",Rivière-du-Nord,Bloc Québécois,56696.58,10459.27,51.25,20341.02,2021,3
"Fragiskatos, Peter",London North Centre,Liberal,50298.96,5944.39,0.0,29161.28,2021,3
"Fraser, Sean",Central Nova,Liberal,61177.92,1042.49,0.0,34482.96,2021,3
"Freeland, Hon. Chrystia",University—Rosedale,Liberal,59485.42,2078.98,0.0,18976.02,2021,3
"Fry, Hon. Hedy",Vancouver Centre,Liberal,47449.96,7599.22,17.48,40866.56,2021,3
"Gallant, Cheryl",Renfrew—Nipissing—Pembroke,Conservative,59674.25,8571.74,26.51,27676.12,2021,3
"Garneau, Hon. Marc",Notre-Dame-de-Grâce—Westmount,Liberal,40399.57,4894.44,0.0,21559.26,2021,3
"Garrison, Randall",Esquimalt—Saanich—Sooke,New Democratic Party,81186.73,10900.04,0.0,27200.71,2021,3
"Gaudreau, Marie-Hélène",Laurentides—Labelle,Bloc Québécois,56414.9,11152.63,182.03,25487.0,2021,3
"Gazan, Leah",Winnipeg Centre,New Democratic Party,61682.75,7875.37,0.0,23623.25,2021,3
"Généreux, Bernard",Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Conservative,53210.58,10397.56,161.63,30309.57,2021,3
"Genuis, Garnett",Sherwood Park—Fort Saskatchewan,Conservative,72677.41,21824.42,358.22,12054.41,2021,3
"Gerretsen, Mark",Kingston and the Islands,Liberal,70012.16,6872.45,79.78,26474.86,2021,3
"Gill, Marilène",Manicouagan,Bloc Québécois,56451.24,44595.39,241.28,30229.18,2021,3
"Gladu, Marilyn",Sarnia—Lambton,Conservative,66015.08,9264.23,0.0,21073.61,2021,3
"Godin, Joël",Portneuf—Jacques-Cartier,Conservative,57946.77,5069.14,343.7,27024.72,2021,3
"Gould, Hon. Karina",Burlington,Liberal,61494.71,4994.86,288.26,21170.77,2021,3
"Gourde, Jacques",Lévis—Lotbinière,Conservative,41080.68,13220.33,1399.25,60834.49,2021,3
"Gray, Tracy",Kelowna—Lake Country,Conservative,57183.15,13233.04,98.92,28106.93,2021,3
"Green, Matthew",Hamilton Centre,New Democratic Party,58236.42,9088.19,25.0,12926.83,2021,3
"Guilbeault, Hon. Steven",Laurier—Sainte-Marie,Liberal,54942.01,6728.36,54.05,16961.43,2021,3
"Hajdu, Hon. Patty",Thunder Bay—Superior North,Liberal,69978.88,16042.18,0.0,20127.87,2021,3
"Hallan, Jasraj Singh",Calgary Forest Lawn,Conservative,64125.8,6523.94,0.0,18954.08,2021,3
"Harder, Rachael",Lethbridge,Conservative,62703.12,28048.08,1344.05,24576.85,2021,3
"Hardie, Ken",Fleetwood—Port Kells,Liberal,66616.55,19063.09,0.0,16776.14,2021,3
"Harris, Jack",St. John's East,New Democratic Party,59718.24,0.0,17.99,16704.83,2021,3
"Hoback, Randy",Prince Albert,Conservative,61750.2,11160.61,92.36,21350.77,2021,3
"Holland, Hon. Mark",Ajax,Liberal,70377.24,9649.84,79.38,18821.9,2021,3
"Housefather, Anthony",Mount Royal,Liberal,57497.76,0.0,44.99,17326.32,2021,3
"Hughes, Carol",Algoma—Manitoulin—Kapuskasing,New Democratic Party,65029.67,15339.89,0.0,16249.09,2021,3
"Hussen, Hon. Ahmed",York South—Weston,Liberal,63443.48,24945.84,0.0,13770.01,2021,3
"Hutchings, Gudie",Long Range Mountains,Liberal,74209.96,14859.56,0.0,27691.34,2021,3
"Iacono, Angelo",Alfred-Pellan,Liberal,63727.94,1567.95,62.96,30871.81,2021,3
"Ien, Marci",Toronto Centre,Liberal,19287.03,7264.52,0.0,12184.06,2021,3
"Jaczek, Helena",Markham—Stouffville,Liberal,54340.66,5225.8,4553.27,23140.94,2021,3
"Jansen, Tamara",Cloverdale—Langley City,Conservative,54639.51,15683.51,0.0,14243.15,2021,3
"Jeneroux, Matt",Edmonton Riverbend,Conservative,55322.58,22203.65,525.28,39196.67,2021,3
"Johns, Gord",Courtenay—Alberni,New Democratic Party,59742.54,16497.21,326.21,36515.19,2021,3
"Joly, Hon. Mélanie",Ahuntsic-Cartierville,Liberal,58611.3,9051.42,215.98,38190.17,2021,3
"Jones, Yvonne",Labrador,Liberal,63354.7,31223.74,1324.53,23948.42,2021,3
"Jordan, Hon. Bernadette",South Shore—St. Margarets,Liberal,65821.08,7928.14,0.0,12259.2,2021,3
"Jowhari, Majid",Richmond Hill,Liberal,58585.77,7910.43,0.0,21990.87,2021,3
"Julian, Peter",New Westminster—Burnaby,New Democratic Party,63834.94,9352.76,0.0,23405.52,2021,3
"Kelloway, Mike",Cape Breton—Canso,Liberal,70608.83,4140.18,923.41,17960.03,2021,3
"Kelly, Pat",Calgary Rocky Ridge,Conservative,52559.73,11123.67,0.0,13959.56,2021,3
