Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/10/13,Pointe-Claire,1,To discuss constituency issues with stakeholders,Community activity or event,M0308818,40 Westt,39.75
2021/11/22,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,Social Thai,22.00
2021/11/24,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,Ottawa Kabab,53.63
2021/11/24,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,Le Moulin de provence,6.14
2021/11/24,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,3Brothers,27.44
2021/12/08,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,Le Moulin de Provence,16.40
2021/12/14,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308818,Zak's Dinner,33.75
2022/04/01,Dollard-des-Ormeaux,0,To meet visitors of Member’s office,Hosting a meeting,M0308836,Nespresso,34.50
2022/05/09,Dollard-des-Ormeaux,2,To meet constituents,Hosting a meeting,M0305318,Café Starbucks,7.40
2022/05/14,Montreal,2,To meet constituents,Hosting a meeting,M0305318,Café Vito,19.39
2022/05/18,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0305318,Ricardo's Pizza,19.61
2022/05/19,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0305318,Food Services HoC,17.20
2022/05/20,Dorval,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0305318,Café Java U,5.60
2022/05/30,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308852,Fairmont Chateau laurier,15.64
2022/06/07,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308836,Food Services,102.00
2022/06/07,Ottawa,11,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308852,Parliamentary Restaurant,122.75
2022/06/13,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0311738,Food Services,24.80
2022/06/14,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308836,Food Services,20.10
2022/06/16,Ottawa,8,"To discuss business of the House, caucus and committees",Hosting a staff event,M0313522,Shawarma Express,67.71
2022/06/16,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308852," FAIRMONT CHATEAU LAURIER",79.42
2022/06/16,Ottawa,8,"To discuss business of the House, caucus and committees",Hosting a staff event,M0313522,Starbucks Coffee Canada #4516,38.00
2022/06/17,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0313522,Food Services,26.10
2022/06/19,Montreal,2,To celebrate a significant event,Community activity or event,M0313992,Musee McCord Museum,33.04
2022/06/20,Ottawa,8,"To discuss business of the House, caucus and committees",Hosting a meeting,M0313522,Tim Hortons #103947,25.47
2022/06/21,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308852," FAIRMONT CHATEAU LAURIER",16.85
2022/06/22,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308836,Le Moulin de Provence,5.99
2022/06/22,Dollard-des-Ormeaux,1,To meet constituents,Hosting a meeting,M0313522,Starbucks,5.95
2022/06/22,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0313992,Food Services,22.70
2022/06/24,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308836,Ottawa Kabab,46.54
2022/06/24,Montreal,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0308852,Cafe olimpico,20.37
2022/06/25,Dollard-Des Ormeaux,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0308852,Restaurant Aryana,69.96
2022/06/28,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0308852,Forno west Bakery and pastry,4.45
2022/06/28,Dollard-Des Ormeaux,11,To attend staff events including training,Hosting a staff event,M0308836,Enoteca Monza,377.78
2022/08/09,Pierrefonds-Roxboro,2,To meet constituents,Hosting a meeting,M0313992,Tim Hortons,3.71
2022/08/12,Pierrefonds-Roxboro,3,To meet constituents,Hosting a meeting,M0311738,Boulangerie Le Four,13.05
2022/08/12,Montréal,6,To attend staff events including training,Hosting a staff event,M0311738,Pizza capital,39.01
2022/08/12,Ottawa,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0314329,Ottawa Kabab,32.72
2022/08/14,Montréal,2,To meet constituents,Hosting a meeting,M0311738,Ville-Marie,7.97
2022/08/14,Pierrefonds-Roxboro,2,To meet constituents,Hosting a meeting,M0311738,Café Castel,9.35
2022/08/17,Roxboro,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0313992,Boulangerie Sara,32.75
2022/08/19,Pierrefonds-Roxboro,4,To attend staff events including training,Hosting a staff event,M0314000,Pizza St Max,40.00
2022/08/20,Dollard-Des Ormeaux,2,To meet constituents,Hosting a meeting,M0313794,Ben & Florentine,42.06
2022/08/23,Pierrefonds-Roxboro,8,To attend staff events including training,Hosting a staff event,M0314000,Provigo,7.98
2022/08/25,Pierrefonds-Roxboro,8,To attend staff events including training,Hosting a staff event,M0314000,Afroditi sources,45.23
2022/08/26,Pierrefonds-Roxboro,4,To attend staff events including training,Hosting a staff event,M0314000,Pizza St Max,32.50
2022/08/27,Dollard-Des Ormeaux,2,To meet constituents,Hosting a meeting,M0313794,Restaurant Basha,20.51
2022/09/02,Pierrefonds-Roxboro,3,To attend staff events including training,Hosting a staff event,M0314000,Al Quds,49.89
