Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/05/10,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0310355,Parliamentary Restaurant,58.03
2022/05/23,Uxbridge,25,To meet constituents,Community activity or event,M0310355,Tim Hortons,69.63
2022/05/25,Toronto,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0306951,One Restaurant,135.32
2022/05/26,Uxbridge,2,To plan Member's priorities and activities,Hosting a staff event,M0306951,Urban Pantry,62.43
2022/06/01,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0306951,Bier Markt,54.77
2022/07/01,Pickering,1000,To meet constituents,Hosting a town hall or community event,M0309080,COSTCO,349.86
2022/07/14,Pickering,5,To plan Member's priorities and activities,Hosting a meeting,M0309080,Food Basic,20.98
2022/07/17,Uxbridge,130,To meet constituents,Hosting a town hall or community event,M0309057,The Roxy Theatres of Uxbridge,1200.00
2022/07/17,Uxbridge,130,To meet constituents,Hosting a town hall or community event,M0310355,Wixan's Bridge,99.11
2022/07/21,Uxbridge,4,To celebrate a significant event,Community activity or event,M0310363,SpringTide Music Festival,222.50
2022/07/24,Pickering,3,To exchange with dignitaries,Hosting a meeting,M0310355,Moxies,71.76
2022/07/29,Pickering,200,To meet constituents,Hosting a town hall or community event,M0310631,City of Pickering,200.00
2022/07/29,Pickering,200,To meet constituents,Hosting a town hall or community event,M0310631,Party Cinemas,650.00
2022/07/29,Pickering,200,To meet constituents,Hosting a town hall or community event,M0310637,Party Cinemas / Plus AV,1425.00
2022/08/15,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0314874,Metropolitian Brasserie,66.27
2022/09/17,Pickering,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0314874,Moxies,80.63
