Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Thunder Bay,0,To meet visitors of Member’s office,Hosting a meeting,M0310858,Walmart,23.20
2022/06/19,Thunder Bay (City),1,To meet constituents,Meal at a community activity or event,M0307181,Women's Tapestry Network,16.00
2022/07/21,Thunder Bay (City),9,To meet constituents,Hosting a meeting,M0311305,Metro,53.02
2022/07/22,Thunder Bay (City),16,To meet constituents,Hosting a reception or open house,M0311305,Metro,53.02
2022/09/15,Thunder Bay (City),2,To meet constituents,"Gala, reception or ceremony",M0311548,Wake the Giant,321.30
