Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/06/28,Calgary,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0307654,Hyatt Regency Calgary,49.94
2022/07/01,Calgary,70,To meet constituents,Hosting a reception or open house,M0307654,Lakeview Bakery,42.00
2022/07/01,Calgary,70,To meet constituents,Hosting a reception or open house,M0307654,Dollarama,12.08
2022/07/01,Calgary,70,To meet constituents,Hosting a reception or open house,M0307654,Flying J,12.50
2022/07/01,Calgary,70,To meet constituents,Hosting a reception or open house,M0307654,Sobeys,103.04
2022/07/01,Calgary,70,To meet constituents,Hosting a reception or open house,M0307654,Costco Wholesale,52.70
2022/07/06,Calgary,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0308951,Red's Diner in Ramsay,55.38
2022/07/18,Calgary,25,To meet constituents,Hosting a town hall or community event,M0309774,Glenmore Inn & Convention Centre,146.19
2022/08/22,Calgary,30,To meet constituents,Hosting a town hall or community event,M0313976,Eaglequest,138.00
2022/08/29,Calgary,40,To meet constituents,Hosting a town hall or community event,M0313976,Good Earth Coffeehouse,102.20
