Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Saint-Léonard,0,To meet visitors of Member’s office,Hosting a meeting,M0308816,Petro Canada Depanneur,7.40
2022/06/28,Montreal,5,"To discuss business of the House, caucus and committees",Community activity or event,M0311557,Ferreira,108.60
2022/07/11,Montreal,5,"To discuss business of the House, caucus and committees",Community activity or event,M0308822,Etoh,10.15
2022/07/29,Saint-Léonard,3,To plan Member's priorities and activities,Hosting a meeting,M0310529,Costco,129.60
2022/09/16,Saint-Léonard,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0314895,Bistro Cafe  Gallo Nero,23.00
2022/09/16,Saint-Léonard,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0314895,Costco,222.78
