Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/06/29,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Costco,40.15
2022/06/29,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311421,Amazon,42.20
2022/06/29,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Metro,163.95
2022/06/29,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Amazon,62.38
2022/06/29,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Walmart,15.05
2022/06/30,Toronto,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0310154,Joey Eaton Centre,68.35
2022/06/30,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Metro,123.26
2022/06/30,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Costco,83.96
2022/06/30,Ajax,120,To meet constituents,Hosting a town hall or community event,M0311424,Chef's Depot,80.38
2022/08/16,Ajax,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0311424,Costco,8.99
