Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/07/12,Montréal,6,To plan Member's priorities and activities,Hosting a staff event,M0308700,Le Chabanelle,168.48
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Le Palais,400.00
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Aubut Distribution Alimentaire,19.38
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312193,Arrondissement d'Ahuntsic-Cartierville,50.00
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312974,Marchés Ahuntsic Cartierville,280.00
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312623,Walmart,196.45
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Costco,124.36
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Diva Locations,212.55
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Couche-Tard,16.99
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Petro-Canada,13.88
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Dollarama,12.50
2022/08/20,Montréal,700,To meet constituents,Hosting a reception or open house,M0312351,Tim Horton's,29.28
