Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/22,Vancouver,14,To attend staff events including training,Hosting a meeting,M0305673,Piast Bakery,29.15
2022/06/11,Vancouver,200,To meet constituents,Hosting a town hall or community event,M0305673,London Drugs,171.59
2022/06/11,Vancouver,200,To meet constituents,Hosting a town hall or community event,M0305673,Safeway,52.89
2022/06/15,Ottawa,5,To attend staff events including training,Hosting a staff event,M0308630,Food Services,192.00
2022/06/18,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,Safeway,92.59
2022/06/18,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,The Poke Guy,50.85
2022/06/18,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,Shoppers Drug Mart,24.74
2022/06/18,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,Piast Bakery,16.20
2022/06/18,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,London Drugs,45.98
2022/06/26,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0305685,Safeway,19.63
2022/06/26,Vancouver,300,To celebrate a significant event,Hosting a town hall or community event,M0305685,Buy-Low Foods,3.99
2022/06/26,Vancouver,300,To celebrate a significant event,Hosting a town hall or community event,M0309244,AMJ New Construction,34.00
2022/06/26,Vancouver,300,To celebrate a significant event,Hosting a town hall or community event,M0311759,Greek Day on Broadway,279.29
2022/06/26,Vancouver,300,To celebrate a significant event,Hosting a town hall or community event,M0305685,London Drugs,13.07
2022/06/26,Vancouver,300,To celebrate a significant event,Hosting a town hall or community event,M0305685,Whatafood,12.00
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,Pacific Candy Wholesale,146.00
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,Safeway,12.58
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,T&T Supermarket,15.98
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0311759,Khatsahlano Street Party,85.00
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,Shoppers Drug Mart,19.70
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,Shell Canada,3.99
2022/07/09,Vancouver,350,To meet constituents,Hosting a town hall or community event,M0308549,Swiss Bakery,17.01
2022/07/18,Vancouver,4,To attend staff events including training,Hosting a staff event,M0309244,Uber Eats,97.99
2022/07/24,Vancouver,2,To celebrate a significant event,Community activity or event,M0309244,Eventbrite,97.52
2022/07/25,Vancouver,4,To attend staff events including training,Hosting a staff event,M0309244,UberEats Jade Dynasty Restaurant,107.27
2022/07/25,Vancouver,4,To attend staff events including training,Hosting a staff event,M0309244,London Drugs,92.70
2022/07/29,Vancouver,12,To discuss constituency issues with stakeholders,Hosting a meeting,M0311818,Piast Bakery,12.50
2022/08/20,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0311818,Shell Canada,3.99
2022/08/20,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0311818,JJ Bean Coffee Roasters,20.55
2022/08/20,Vancouver,300,To meet constituents,Hosting a town hall or community event,M0311818,Purdys Chocolatier,12.60
2022/09/06,Vancouver,15,To discuss constituency issues with stakeholders,Hosting a meeting,M0313665,No Frills,16.96
2022/09/15,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0314789,Tractor Foods,31.50
2022/09/17,Vancouver,250,To meet constituents,Community activity or event,M0314789,Purdys Chocolatier,14.00
2022/09/28,Vancouver,30,To meet constituents,Hosting a reception or open house,M0314789,Shoppers Drug Mart,7.49
