Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/03/26,Richmond Hill,30,To meet constituents,Hosting a meeting,M0308699,Tim Hortons,44.47
2022/04/01,Richmond Hill,0,To meet visitors of Member’s office,Hosting a meeting,M0308687,No Frills,3.29
2022/04/01,Richmond Hill,0,To meet visitors of Member’s office,Hosting a meeting,M0308687,Oak Ridges Food Market,27.01
2022/04/01,Richmond Hill,0,To meet visitors of Member’s office,Hosting a meeting,M0308687,Tim Hortons,39.98
2022/06/05,Aurora,500,To meet constituents,Community activity or event,M0310576,Longos,31.96
2022/07/10,Richmond Hill,160,To meet constituents,Community activity or event,M0310576,Dollar Tree,7.50
2022/07/10,Richmond Hill,160,To meet constituents,Community activity or event,M0310305,Shabbir Khimji,4000.00
2022/07/10,Richmond Hill,160,To meet constituents,Community activity or event,M0310576,Home Depot,34.47
2022/07/12,Richmond Hill,1,To discuss constituency issues with stakeholders,Community activity or event,M0310614,Aurora Chamber of Commerce,20.00
2022/07/23,Aurora,5,To meet constituents,Community activity or event,M0310576,Tim Hortons,19.99
2022/07/27,Richmond Hill,10,To attend staff events including training,Hosting a staff event,M0310576,Walmart,3.29
2022/07/27,Richmond Hill,10,To attend staff events including training,Hosting a staff event,M0310576,Oak Ridges Food Market,7.69
