Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Winnipeg,0,To meet visitors of Member’s office,Hosting a meeting,M0306745,Costco Wholesale,40.66
2022/07/01,Winnipeg,100,To meet constituents,Community activity or event,M0309697,"Safeway ",109.00
2022/07/01,Winnipeg,500,To meet constituents,Community activity or event,M0306747,"Costco ",95.92
2022/07/23,Winnipeg,5,To meet constituents,Hosting a meeting,M0309908,Sobeys,61.11
2022/08/03,Winnipeg,5,To celebrate a significant event,Hosting a staff event,M0311066,Sobey's,14.99
