Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/27,Ottawa,30,To celebrate a significant event,Hosting a reception or open house,M0301484,Ottawa Kebab,433.94
2022/05/27,Mississauga,12,To meet constituents,Hosting a meeting,M0304456,Yaseen Shawarma through Uber Eats,154.46
2022/06/07,Ottawa,10,To celebrate a significant event,Meal at a community activity or event,M0305176,Ceylonta Restaurant,262.00
