Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0304043,Boy's Own Inc. o/a JavaMoose Coffee,180.05
2022/05/19,Ottawa,5,To meet constituents,Hosting a meeting,M0303718,"Food Services Serv. de Restauration ",191.75
