Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Dollard-des-Ormeaux,0,To meet visitors of Member’s office,Hosting a meeting,M0305327,Provigo,6.98
2022/04/05,Ottawa,11,To celebrate a significant event,Hosting a reception or open house,M0300528,Afghani Kabab Express,163.98
2022/04/05,Ottawa,11,To celebrate a significant event,Hosting a reception or open house,M0300528,Afghani Kabob Express,15.00
2022/04/08,Montreal,3,To meet constituents,Meal at a community activity or event,M0303571,IDRF Montreal,90.00
2022/04/19,Montreal,1,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0303571,Les Aliments La Khaima,30.74
2022/04/19,Montreal,1,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0303616,Les Aliments La Khaima,29.31
2022/04/30,L'Île-Perrot,2,To meet constituents,Hosting a meeting,M0303571,Aryana Ile Perrot,30.72
2022/05/04,Dollard-des-Ormeaux,2,To meet constituents,Hosting a meeting,M0303571,Restaurant Aryana,39.84
2022/05/04,Dollard-des-Ormeaux,2,To meet constituents,Hosting a meeting,M0303571,Restaurant Basha,27.53
2022/05/30,Ottawa,13,"To discuss business of the House, caucus and committees",Hosting a meeting,M0305327,Food Services HoC,21.90
