Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/04,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0300569,Parliamentary Restaurant,80.83
2022/04/26,Ottawa,1,To meet constituents,Hosting a meeting,M0301777,Parliamentary Restaurant,60.38
2022/05/10,Ottawa,5,To meet constituents,Hosting a meeting,M0302690,Parliamentary Restaurant,125.15
2022/05/12,Ottawa,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0304575,Parliamentary Restaurant,99.28
