Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Abbotsford,0,To meet visitors of Member’s office,Hosting a meeting,M0301260,Nespresso,86.50
2022/04/01,Abbotsford,0,To meet visitors of Member’s office,Hosting a meeting,M0304452,Save On Foods,2.54
2022/04/06,Ottawa,1,To meet constituents,Hosting a meeting,M0301840,Baton Rouge,89.80
2022/04/07,Ottawa,4,"To discuss business of the House, caucus and committees",Hosting a meeting,M0300002,Bier Markt,172.84
2022/04/08,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0301840,Giovanni's,139.03
2022/04/13,Abbotsford,1,To meet constituents,Meal at a community activity or event,M0300002,Abbotsford City Prayer Breakfast,86.90
2022/05/12,Ottawa,3,"To discuss business of the House, caucus and committees",Hosting a meeting,M0302961,Nate's Deli,109.05
2022/05/13,Abbotsford,1,To meet constituents,Meal at a community activity or event,M0302961,City of Abbotsford,70.00
2022/05/26,Abbotsford,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0304910,Milestones,33.88
2022/05/30,Ottawa,2,To celebrate a significant event,Meal at a community activity or event,M0304453,National Leadership Dinner,321.30
2022/05/31,Ottawa,8,To celebrate a significant event,Meal at a community activity or event,M0304453,National Prayer Breakfast Of Canada,963.90
2022/06/01,Ottawa,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0304910,Parliamentary Restaurant,367.49
