Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/05,Gatineau,2,To meet visitors of Member’s office,Hosting a meeting,M0299763,St-Hubert,90.76
2022/04/07,Montréal,5,To plan Member's priorities and activities,Hosting a meeting,M0299973,Monsieur Shawarma,43.98
2022/04/25,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0301529,Food Services,70.25
2022/05/16,Ottawa,18,"To discuss business of the House, caucus and committees",Hosting a meeting,M0305091,Loblaws,44.97
2022/05/16,Ottawa,18,"To discuss business of the House, caucus and committees",Hosting a meeting,M0305091,Gabriel Pizza,79.81
