Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0300613,Walmart Prince George,56.78
2021/09/21,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0300612,Tim Hortons,7.99
2022/04/01,Prince George,0,To meet visitors of Member’s office,Hosting a meeting,M0301025,Costco,36.99
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0306480,Costco,39.99
2022/04/05,Prince George,3,To plan Member's priorities and activities,Hosting a staff event,M0300232,The White Spot restaurant,90.05
2022/05/27,Prince George,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0306495,Tim Hortons,20.46
2022/05/27,Prince George,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0306495,UDA Dune,18.11
2022/05/27,Prince George,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0306495,Walmart,65.49
2022/05/27,Prince George,10,To discuss constituency issues with stakeholders,Hosting a meeting,M0306495,Costco,47.24
2022/06/13,Ottawa,6,To plan Member's priorities and activities,Hosting a staff event,M0306480,Costco,20.47
