Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/03/23,Lachenaie,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0301557,BATON ROUGE,154.36
2022/04/01,Montréal-Nord,0,To meet visitors of Member’s office,Hosting a meeting,M0305304,M. FERAS ALSHAMAAH,17.98
2022/04/10,Montreal,2,To celebrate a significant event,Hosting a town hall or community event,M0301798,SRDMH,80.00
2022/04/24,Montréal-Nord,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0301555,LES CAVISTES,208.80
2022/04/29,Montréal-Nord,10,To meet constituents,Hosting a reception or open house,M0301798,M FERAS ALSHAMAAH,14.74
2022/05/05,Laval,2,To exchange with dignitaries,Hosting a meeting,M0304541,L3B LAVAL,69.62
2022/05/21,Montreal,2,To exchange with dignitaries,Hosting a meeting,M0304541,NIL BLEU RESTAURANT,97.02
2022/06/11,Montreal,1,To celebrate a significant event,Meal at a community activity or event,M0305816,Cercle des amis de pere Louiders,120.00
2022/06/19,Montréal-Nord,60,To celebrate a significant event,Meal at a community activity or event,M0306194,Tim Hortons,38.98
2022/06/19,Montréal-Nord,60,To celebrate a significant event,Meal at a community activity or event,M0306194,COSTCO,73.25
2022/06/19,Montréal-Nord,60,To celebrate a significant event,Meal at a community activity or event,M0306194,ST-HUBERT PIE IX,701.71
