Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/01,Ottawa,50,"To discuss business of the House, caucus and committees",Hosting a meeting,M0298990,Metro,91.71
2022/04/01,Ottawa,50,"To discuss business of the House, caucus and committees",Hosting a meeting,M0304338,Nespresso.com,293.95
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0305114,Shoppers Drug Mart,4.79
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0305114,Gourmet Market,4.50
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0303854,Brew It Boutique,11.99
2022/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0303854,Shoppers Drug Mart,8.98
2022/04/01,Fort St. John,50,To meet constituents,Hosting a meeting,M0302506,Peace Country Delite Ent. Ltd,103.15
2022/04/01,Fort St. John,50,To meet constituents,Hosting a meeting,M0304338,Nespresso.com,293.95
2022/04/06,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a staff event,M0299572,Food Services,104.21
2022/04/13,Calgary,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0301336,Calgary’s Petroleum Club,65.26
2022/04/13,Calgary,1,"To discuss business of the House, caucus and committees",Hosting a meeting,M0301336,Fairmont Palliser,54.69
2022/05/11,Ottawa,2,To plan Member's priorities and activities,Hosting a staff event,M0303350,Parliamentary Restaurant,75.09
2022/05/31,Ottawa,2,To exchange with dignitaries,Meal at a community activity or event,M0304319,National Prayer Breakfast,321.30
2022/06/06,Ottawa,250,To discuss constituency issues with stakeholders,Hosting a reception or open house,M0306260,Andrew Rochon,140.56
2022/06/08,Ottawa,2,To exchange with dignitaries,Hosting a meeting,M0306356,Joey Rideau,54.50
