Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/03/08,Sudbury,1,To celebrate a significant event,Meal at a community activity or event,M0306518,Greater Sudbury Chamber of Commerce,100.00
2022/04/09,Sudbury,300,To celebrate a significant event,"Meal at a gala, reception or ceremony",M0299822,Eventbrite,107.10
2022/04/12,Sudbury,8,To meet constituents,Hosting a meeting,M0300302,Cuisine Tropicale,205.84
2022/04/14,Sudbury,10,To meet constituents,Hosting a meeting,M0300344,KuppaJo Espresso Bar,169.06
2022/05/03,Ottawa,2,"To discuss business of the House, caucus and committees",Hosting a meeting,M0303556,Food Services,170.41
2022/05/18,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0303556,Food Services,136.39
2022/05/25,Sudbury,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0305373,The Laughing Buddha,63.51
2022/05/25,Sudbury,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0305373,Le Bistro de PDA,18.37
2022/05/26,Sudbury,5,To discuss constituency issues with stakeholders,Hosting a meeting,M0306487,Tucos,115.24
2022/05/26,Sudbury,0,To celebrate a significant event,"Gala, reception or ceremony",M0306509,Greater Sudbury Chamber of Commerce,140.00
2022/06/04,Sudbury,20,To meet constituents,Hosting a reception or open house,M0306487,P and M's Kouzzina,193.91
