Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2022/04/12,Thornhill,2,To meet constituents,Hosting a meeting,M0300171,Home of Hot Taste,43.97
2022/04/14,Markham,6,To celebrate a significant event,Hosting a meeting,M0302367,Food Court,45.00
2022/04/14,Markham,6,To celebrate a significant event,Hosting a meeting,M0302367,Food,22.25
2022/05/01,Markham,80,To celebrate a significant event,Hosting a town hall or community event,M0301857,Golden Royal Advertising Media,150.00
2022/05/01,Markham,80,To celebrate a significant event,Hosting a town hall or community event,M0301856,"ABHINAYA SCHOOL OF DANCE ",100.00
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303217,Esso Circle K,7.70
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0302967,Walmart,20.00
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303221,Canbe Foods,93.00
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303207,Foody Mart Supermarket,71.60
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303265,88 Lions,380.00
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303238,Party Supply Depot,104.58
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303220,Tim Hortons,39.98
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303212,Longos,109.98
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0303210,Costco,41.96
2022/05/14,Markham,100,To meet constituents,Hosting a reception or open house,M0302780,Costco,19.95
