Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Ottawa,0,To meet visitors of Member’s office,Hosting a meeting,M0284377,Costco,52.48
2021/09/29,Yorkton,0,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0280812,Yorkton Chamber of Commerce,105.00
