Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/08/03,Sarnia,50,To meet constituents,Hosting a town hall or community event,M0279987,Petrolia Lions,2249.00
2021/10/29,Sarnia,5,To meet constituents,Hosting a meeting,M0284175,Lola's Lounge,456.30
