Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0287825,Dépanneur Pavillon rouge,4.95
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0281080,IGA,3.29
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0287810,Métro,4.49
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0287810,Épicerie Despins,4.91
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0287810,Marché d'alimentation Francoeur,9.78
2021/09/27,Drummondville,0,To attend staff events including training,Hosting a staff event,M0281080,Nespresso,156.00
2021/09/29,Drummondville,1,To meet constituents,"Meal at a gala, reception or ceremony",M0281634,Jeune chambre de commerce de Drummond,70.00
2021/10/28,Drummondville,32,To meet constituents,Hosting a town hall or community event,M0287810,Métro,20.17
2021/10/29,Drummondville,4,To discuss constituency issues with stakeholders,Hosting a meeting,M0285656,Restaurant Capiche,206.63
2021/11/03,Drummondville,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0285656,Le Brock,50.12
2021/11/16,Drummondville,5,To meet constituents,"Meal at a gala, reception or ceremony",M0285628,Jeune Chambre de Commerce de Drummond,250.00
2021/11/26,Drummondville,3,To attend staff events including training,Hosting a meeting,M0287810,Bouche et délices,16.60
2021/11/26,Drummondville,3,To attend staff events including training,Hosting a meeting,M0287810,À la bonne vôtre,114.90
2021/12/03,Drummondville,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0287825,Rose Drummond,37.65
2021/12/03,Drummondville,1,To plan Member's priorities and activities,Hosting a meeting,M0286507,Restaurant Capiche,65.19
