Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/06/02,Outremont,5,To plan Member's priorities and activities,Hosting a meeting,M0282358,"Super Marche Mile End ",5.96
2021/06/02,Outremont,5,To plan Member's priorities and activities,Hosting a meeting,M0282358,Falafel YONI,32.83
2021/08/04,Val-David,6,To plan Member's priorities and activities,Hosting a meeting,M0282358,Super Marche PA,200.06
2021/08/04,Val-David,6,To plan Member's priorities and activities,Hosting a meeting,M0282358,Metro,66.41
2021/11/28,Montreal,75,To meet constituents,Hosting a reception or open house,M0285508,Canadian Tire,309.78
2021/11/28,Montreal,75,To meet constituents,Hosting a reception or open house,M0285508,Walmart,54.88
2021/11/28,Montreal,75,To meet constituents,Hosting a reception or open house,M0287174,TIM HORTONS CDN,85.95
2021/11/28,Montreal,75,To meet constituents,Hosting a reception or open house,M0285508,Animation Gonflable Les productions Dise Inc,1365.00
2021/11/28,Montreal,75,To meet constituents,Hosting a reception or open house,M0285508,Amazon.ca,129.46
2021/12/12,Montréal,8,To plan Member's priorities and activities,Hosting a staff event,M0287193,Première Moisson Laurier,179.75
