Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Rimouski,0,To meet visitors of Member’s office,Hosting a meeting,M0281822,Moussonneur Café,17.63
2021/04/01,Rimouski,0,To meet visitors of Member’s office,Hosting a meeting,M0284508,"Péchés Mignons ",68.00
2021/04/01,Rimouski,0,To meet visitors of Member’s office,Hosting a meeting,M0284508,Café du Moussonneur,30.45
2021/06/21,Rimouski,2,To plan Member's priorities and activities,Hosting a meeting,M0282812,St-Hubert Rimouski,43.00
2021/06/23,Rimouski,3,To plan Member's priorities and activities,Hosting a meeting,M0282246,"Le Lotus ",97.72
2021/10/25,Rimouski,5,To plan Member's priorities and activities,Hosting a meeting,M0283047,La Cage 65,125.25
2021/10/25,Rimouski,5,To plan Member's priorities and activities,Hosting a meeting,M0283047,"Aux Bienfaits ",35.82
2021/10/25,Rimouski,5,To plan Member's priorities and activities,Hosting a meeting,M0283047,Bon Voyage Rimouski,102.00
2021/10/27,Témiscouata-sur-le-Lac,4,To plan Member's priorities and activities,Hosting a meeting,M0284508,"Le Pub du Lac ",99.21
2021/10/29,Rimouski,5,To plan Member's priorities and activities,Hosting a reception or open house,M0284508,IGA Rimouski,43.01
