Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/07/20,Summerland,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0282816,Second Home Cafe and Grill,39.45
2021/07/21,Summerland,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0282816,Dirty Laundry Vineyard,26.45
2021/08/14,Summerland,1,To meet constituents,Hosting a meeting,M0282816,A & W,23.14
2021/09/29,Summerland,1,To meet constituents,Hosting a meeting,M0281029,Nester's Market,36.97
2021/09/30,West Kelowna,1,To plan Member's priorities and activities,Hosting a meeting,M0281029,The Cherry Pit,43.73
2021/10/01,Merritt,3,To discuss constituency issues with stakeholders,Hosting a meeting,M0282823,Denny's,97.97
2021/10/01,Kamloops,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0282823,Koh-I-Noor Indian Restaurant,83.49
2021/10/18,Summerland,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0282823,Second Home Restaurant,44.29
2021/10/20,Kelowna,0,To discuss constituency issues with stakeholders,Meal at a community activity or event,M0282823,Kelowna Chamber of Commerce,52.38
2021/10/21,Ottawa,2,To plan Member's priorities and activities,Hosting a meeting,M0282823,Bier Market,69.26
2021/10/25,Kelowna,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0282823,Cactus Club Cafe,113.52
